zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,property_age,price_diff,price_ratio,price_change_pct
98105,7,1951,1222787,1462187.5,0.96,3865,668.74,2,5,4.5,2,2,75,43901,0.84,-0.16
99362,7,2007,674984,655090,0.97,2440,268.48,1,5,2,2,2,19,19894,1.03,0.03
98107,8,2025,779871,779869,1,1370,569.25,2,2,3,1,2,1,2,1,0
98571,3,1992,149854,115081,0.96,1810,324.3,2,3,2,2,2,34,34773,1.3,0.3
98446,7,2017,740005,735097,0.99,2730,269.27,1,4,2,2,2,9,4908,1.01,0.01
98382,3,1992,174930,158931,0.96,1810,324.3,2,3,2,2,2,34,15999,1.1,0.1
98052,7,2026,1222787,1462187.5,0.98,3865,680.56,2,5,4.5,2,2,0,43901,0.84,-0.16
98226,7,2025,848931,848904,1,2910,291.72,2,4,4,3,2,1,27,1,0
98387,7,1997,498917,510055,1.02,2150,237.23,2,4,3,2,2,29,-11138,0.98,-0.02
98042,3,1992,524942,499917,0.96,1810,324.3,2,3,2,2,2,34,25025,1.05,0.05
98642,6,1992,569974,1350063,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.42,-0.58
98284,3,1992,39836,39803,1,1810,324.3,2,3,2,2,2,34,33,1,0
98674,7,2024,1222787,1329901,1,3180,418.21,2,3,2,2,2,2,20,0.92,-0.08
98103,3,1992,1099906,1099926,1,1810,324.3,2,3,2,2,2,34,-20,1,0
98225,7,1958,1222787,1300077,0.96,3250,400.02,1,3,2,2,2,68,43901,0.94,-0.06
98271,5,2008,900074,779927,0.96,3220,242.21,2,5.5,4,2,2,18,43901,1.15,0.15
98034,7,1978,1222787,1450071,1,1960,680.56,2,4,3,1,2,48,-12,0.84,-0.16
98118,7,1950,1195067,1195097,1,2140,558.46,2,3,3,2,2,76,-30,1,0
99362,3,1992,498907,480064,0.96,1810,324.3,2,3,2,2,2,34,18843,1.04,0.04
98632,7,2017,899961,865098,0.96,2430,356.01,2,3,2,2,2,9,34863,1.04,0.04
98136,7,1953,1222787,1462187.5,1.03,2760,634.09,1,3,2,1,2,73,-33595,0.84,-0.16
99324,7,1998,398926,374902,0.96,1040,360.48,1,2,2,1,2,28,24024,1.06,0.06
98122,5,1909,1222787,1462187.5,0.97,3865,319.55,2,5.5,4.5,2,2,117,43901,0.84,-0.16
98248,7,1969,550086,549909,1,1520,361.78,1,3,2,1,2,57,177,1,0
98512,7,1991,903932,874926,0.97,2270,385.43,1,3,3,2,2,35,29006,1.03,0.03
98843,7,1999,775014,769927,0.99,2590,297.27,1,3,3,2,2,27,5087,1.01,0.01
98199,7,1955,1222787,1462187.5,1.03,3010,680.56,2,5,4,2,2,71,-33595,0.84,-0.16
98168,0,1979,299088,299060,1,1370,218.29,1,2,2,1,2,47,28,1,0
98125,7,2008,1222787,1462187.5,0.97,3865,429.28,2,5,4,3,2,18,43901,0.84,-0.16
98233,7,1995,519082,529931,1.02,1330,398.44,1,3,2,1,2,31,-10849,0.98,-0.02
98328,6,1920,569974,1462187.5,1,1450,680.56,1,4,1,2,2,106,-33595,0.39,-0.61
98506,8,2026,465085,465092,1,1420,327.53,2,3,2,2,2,0,-7,1,0
98036,7,1984,1150063,1204085,1.03,2200,547.31,2,4,3,1,2,42,-33595,0.96,-0.04
98443,7,1950,569974,547593,1,1990,275.17,1,4,2,2,2,76,22381,1.04,0.04
98126,5,1958,569974,809924,1,2660,304.48,2,3,0.5,2,2,68,-33595,0.7,-0.3
98303,3,1992,17918,15912,0.96,1810,324.3,2,3,2,2,2,34,2006,1.13,0.13
99004,7,2016,359082,358950,1,1620,221.57,1,3,2,2,2,10,132,1,0
99353,5,1950,569974,149903,1,1050,142.76,1,3,1,1,2,76,43901,3.8,2.8
98248,7,2006,697589,686906,0.98,2460,279.23,2,4,3,2,2,20,10683,1.02,0.02
98229,0,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
99338,6,1992,569974,422154,1,1810,324.3,2,3,0.5,2,2,34,43901,1.35,0.35
99353,7,2022,1222787,1462187.5,1.03,3865,314.83,2,4,4.5,2,2,4,-33595,0.84,-0.16
98284,7,1909,650099,650080,1,2960,219.62,3,4,3,1,2,117,19,1,0
98110,6,1992,569974,350390,1,1810,324.3,2,3,0.5,2,2,34,43901,1.63,0.63
98107,6,2000,569974,464941,1,1060,438.62,1,2,2,1,2,26,43901,1.23,0.23
98008,7,2026,1222787,1462187.5,1,3865,680.56,2,5,4.5,3.5,2,0,-134,0.84,-0.16
98682,7,2009,499830,499968,1,1570,318.45,1,3,2,2,2,17,-138,1,0
99005,7,2005,598931,582433,0.97,3260,178.66,2,5,3,3,2,21,16498,1.03,0.03
98115,7,1945,1222787,1462187.5,1,2850,614.06,2,3,3,1,2,81,-113,0.84,-0.16
98107,0,2007,510062,500098,0.98,920,543.58,1,1.5,1,1,2,19,9964,1.02,0.02
98632,7,1938,449080,461059,1.03,2240,205.83,2,3,2,1,2,88,-11979,0.97,-0.03
98107,8,2025,569974,1125096,1,2000,562.55,3,3,4.5,3,2,1,-33595,0.51,-0.49
98604,7,2025,569974,535099,1,1910,280.16,2,3,3,2,2,1,34875,1.07,0.07
99362,7,1969,569974,449935,1,1570,286.58,1,3,2,2,2,57,43901,1.27,0.27
98355,7,1980,450077,449915,1,1670,269.41,1,3,2,1,2,46,162,1,0
98230,7,2015,569974,825190,1,2380,346.72,1,3,3,2,2,11,-33595,0.69,-0.31
98801,7,1950,425090,425077,1,2500,170.03,1,2,1,1,2,76,13,1,0
98042,3,1992,569974,500085,1,1810,324.3,2,3,0.5,2,2,34,43901,1.14,0.14
99301,7,2025,569974,250056,1,3865,49.81,1,4,4,3.5,2,1,43901,2.28,1.28
99207,7,1909,569974,280076,1,1200,233.4,2,3,2,2,2,117,43901,2.04,1.04
98022,3,1992,569974,777924,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.73,-0.27
98012,7,2017,1222787,1349922,0.96,2920,462.3,2,4,3,2,2,9,43901,0.91,-0.09
98858,6,1992,569974,174902,1,1810,324.3,2,3,0.5,2,2,34,43901,3.26,2.26
99005,4,2012,569974,373908,1,800,467.38,1,3,2,2,2,14,43901,1.52,0.52
98312,6,1992,569974,120232,1,1810,324.3,2,3,0.5,2,2,34,43901,4.74,3.74
98023,7,1967,875079,874930,1,3360,260.4,2,5.5,4,2,2,59,149,1,0
98005,7,2023,1222787,1462187.5,0.96,3865,680.56,2,5,4.5,2,2,3,43901,0.84,-0.16
98563,7,1986,599936,600051,1,1880,319.18,1,3,2,2,2,40,-115,1,0
98010,7,1994,594913,590078,0.99,1250,472.06,1,3,2,2,2,32,4835,1.01,0.01
98058,7,1962,674919,680062,1.01,1870,363.67,1,3,2,2,2,64,-5143,0.99,-0.01
98640,7,2024,444062,444095,1,1440,308.4,1,2,2,1,2,2,-33,1,0
98513,7,1978,730094,730089,1,2050,356.14,3,4,3,2,2,48,5,1,0
98597,7,2006,399850,440096,1.03,1580,278.54,2,3,3,2,2,20,-33595,0.91,-0.09
98208,7,2010,778919,779100,1,2270,343.22,2,4,3,2,2,16,-181,1,0
98303,3,1992,569974,16070,1,1810,324.3,2,3,0.5,2,2,34,43901,35.47,34.47
98674,6,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
98021,8,2024,569974,1074869,1,2360,455.45,2,4,4.5,3.5,2,2,-33595,0.53,-0.47
98418,5,1963,569974,344929,1,1500,229.95,1,4,2,2,2,63,43901,1.65,0.65
98311,7,2017,512907,530064,1.03,2070,256.07,2,3,3,2,2,9,-17157,0.97,-0.03
98506,7,1966,735076,744914,1.01,3720,200.25,1,3,4,1,2,60,-9838,0.99,-0.01
98248,7,2025,798938,769927,0.96,2230,345.26,2,3,2,2,2,1,29011,1.04,0.04
98405,3,1992,569974,499902,1,1810,324.3,2,3,0.5,2,2,34,43901,1.14,0.14
98548,7,1960,309932,250061,0.96,1740,143.71,1,3,2,2,2,66,43901,1.24,0.24
98036,4,1952,569974,1462187.5,1,1820,324.3,2,3,2,1,2,74,-33595,0.39,-0.61
98382,7,1989,460086,449923,0.98,1290,348.78,1,3,2,2,2,37,10163,1.02,0.02
98506,6,1992,569974,80096,1,1810,324.3,2,3,0.5,2,2,34,43901,7.12,6.12
98550,7,1978,559442,564921,1.01,1970,286.76,2,3,3,1,2,48,-5479,0.99,-0.01
99202,3,1992,98085,92053,0.96,1810,324.3,2,3,2,2,2,34,6032,1.07,0.07
98247,7,1990,519058,514933,0.99,1600,321.83,1,3,2,1,2,36,4125,1.01,0.01
98115,7,2015,1222787,1462187.5,1.03,3230,680.56,2,5,4,3,2,11,-33595,0.84,-0.16
98221,7,1984,800074,850063,1.03,2000,425.03,2,3,3,1,2,42,-33595,0.94,-0.06
98682,7,1980,740079,740067,1,1820,406.63,2,3,2,2,2,46,12,1,0
98072,7,1996,1222787,1462187.5,0.98,3580,474.6,2,4,3,1,2,30,25871,0.84,-0.16
98597,7,2016,900059,898914,1,3520,255.37,1,4,4,3,2,10,1145,1,0
98133,7,1952,676938,669943,0.99,1530,437.87,1,3,1,1,2,74,6995,1.01,0.01
98328,6,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
98922,7,2008,1222787,1462187.5,0.96,3865,661.78,2,5,4.5,3.5,2,18,43901,0.84,-0.16
98223,7,2001,598171,599905,1,1570,382.11,1,2,2,1,2,25,-1734,1,0
98372,7,2012,699932,699939,1,2210,316.71,2,4,3,2,2,14,-7,1,0
98059,7,2002,1222787,1462187.5,1.03,3310,567.96,2,5,3,2,2,24,-33595,0.84,-0.16
98532,7,1994,775933,759944,0.98,2260,336.26,2,3,3,3,2,32,15989,1.02,0.02
98277,7,1973,649979,651363,1,3270,199.19,2,5,3,2,2,53,-1384,1,0
98387,7,1996,650051,650100,1,2760,235.54,2,4,3,2,2,30,-49,1,0
99362,7,2015,529919,512065,0.97,1690,303,1,3,2,2,2,11,17854,1.03,0.03
98661,7,2025,274919,274937,1,1500,183.29,2,3,2,2,2,1,-18,1,0
98258,0,2020,835029,829930,0.99,3420,242.67,3,4,4,3,2,6,5099,1.01,0.01
98023,7,2005,734919,699905,0.96,3010,232.53,2,4,3,2,2,21,35014,1.05,0.05
98362,4,1995,685091,625077,0.96,1780,351.17,2,3,2,2,2,31,43901,1.1,0.1
98251,7,1909,389897,369919,0.96,1380,268.06,2,3,2,2,2,117,19978,1.05,0.05
98065,7,1958,1049058,1048911,1,2690,389.93,1,3,2,1,2,68,147,1,0
99301,8,2003,309934,310086,1,1160,267.32,1,2,2,1,2,23,-152,1,0
98837,7,2013,424915,385420,0.96,1600,240.89,1,3,2,1,2,13,39495,1.1,0.1
98034,7,1976,1222787,1462187.5,1,2310,640.66,2,4,3,1,2,50,-5017,0.84,-0.16
98465,7,1976,874904,950077,1.03,3100,306.48,1,5,4,2,2,50,-33595,0.92,-0.08
98362,7,2000,538921,522059,0.97,1830,285.28,2,3,2,2,2,26,16862,1.03,0.03
98383,7,1998,799020,794929,0.99,3865,195.8,2,3,4.5,2,2,28,4091,1.01,0.01
98422,7,1977,749929,759907,1.01,2390,317.95,2,3,3,2,2,49,-9978,0.99,-0.01
98006,7,1974,1222787,1462187.5,1,3010,557.29,1,5,3,1,2,52,-2395,0.84,-0.16
98034,7,1991,1222787,1349908,1,2040,661.72,2,4,3,1,2,35,19,0.91,-0.09
98375,0,2006,510076,530078,1.03,2290,231.48,2,4,3,2,2,20,-20002,0.96,-0.04
98629,7,1997,818940,818933,1,2460,332.9,2,4,3,2,2,29,7,1,0
98582,7,2006,569089,550055,0.97,1750,314.32,1,2,2,1,2,20,19034,1.03,0.03
98942,4,1979,569974,177588,1,1460,121.64,1,3,2,2,2,47,43901,3.21,2.21
98133,0,1984,359935,347550,0.97,980,354.64,1,2,2,1,2,42,12385,1.04,0.04
98546,7,2025,889904,877923,0.99,2700,325.16,2,4,3,2,2,1,11981,1.01,0.01
98226,0,1993,325055,324942,1,1020,318.57,1,2,2,1,2,33,113,1,0
98236,7,1993,1222787,1274904,0.96,3865,263.96,2,4,4,2,2,33,43901,0.96,-0.04
98198,7,1955,880089,880059,1,3370,261.15,1,4,2,2,2,71,30,1,0
98862,7,1970,749939,665090,0.96,1610,413.1,2,2,2,2,2,56,43901,1.13,0.13
98584,7,2020,484917,449921,0.96,1550,290.27,1,3,2,2,2,6,34996,1.08,0.08
98092,7,2010,597565,597448,1,1580,378.13,2,3,3,2,2,16,117,1,0
98660,5,1942,400090,400086,1,1790,223.51,1,2,2,2,2,84,4,1,0
98177,0,2026,1222787,1462187.5,1,3440,484.04,3,5,4,2,2,0,-36,0.84,-0.16
98103,7,2021,1222787,1462187.5,0.97,2240,680.56,2,4,4,3,2,5,43901,0.84,-0.16
98342,7,1986,625065,550099,0.96,1520,361.91,2,2,2,2,2,40,43901,1.14,0.14
98383,7,1971,525060,499090,0.96,1650,302.48,1,3,2,1,2,55,25970,1.05,0.05
98029,0,1995,485066,467087,0.96,930,502.24,1,2,2,2,2,31,17979,1.04,0.04
98072,7,1991,1222787,1426067,1.02,2490,572.72,2,4,3,2,2,35,-28147,0.86,-0.14
98229,7,2017,725082,743056,1.02,1440,516.01,1,3,2,2,2,9,-17974,0.98,-0.02
98362,7,1963,438922,438929,1,1920,228.61,2,4,2,2,2,63,-7,1,0
98116,7,1928,1222787,1462187.5,1.03,3130,511.21,2,4,3,2,2,98,-33595,0.84,-0.16
98541,7,1976,449940,449921,1,2530,177.83,1,5,3,2,2,50,19,1,0
98332,7,2017,1222787,1462187.5,1.03,2420,680.56,2,3,3,2,2,9,-33595,0.84,-0.16
99338,7,2004,499838,499811,1,2550,196,1,3,2,2,2,22,27,1,0
99336,7,1994,364055,356067,0.98,1270,280.37,1,3,2,1,2,32,7988,1.02,0.02
98501,7,1995,479073,509949,1.03,1530,333.3,1,2,2,2,2,31,-30876,0.94,-0.06
98359,4,1990,469050,503595,1.03,1770,284.52,1,3,2,1,2,36,-33595,0.93,-0.07
98387,7,2000,579932,580080,1,2200,263.67,2,4,3,2,2,26,-148,1,0
99201,0,2014,384907,384922,1,1480,260.08,2,3,2,2,2,12,-15,1,0
98116,0,2022,1222787,1462187.5,1,2170,680.56,1,3,4,3,2,4,16,0.84,-0.16
98531,7,1940,400085,400093,1,2740,146.02,2,3,2,2,2,86,-8,1,0
98272,7,2025,896676,896839,1,2990,299.95,2,5,4,2,2,1,-163,1,0
99362,7,1962,1149932,1080084,0.96,3865,225.96,1,4,4,3,2,64,43901,1.06,0.06
98007,7,2025,1222787,1462187.5,0.99,3865,680.56,2,5,4.5,2,2,1,19006,0.84,-0.16
98296,4,1985,749920,774936,1.03,1340,578.31,1,3,2,1,2,41,-25016,0.97,-0.03
98632,5,1965,739966,739814,1,3865,186.35,2,5.5,4.5,2,2,61,152,1,0
98374,7,2012,525011,525049,1,1980,265.18,2,3,3,2,2,14,-38,1,0
98346,7,2003,875096,849939,0.97,2430,349.77,2,3,3,2,2,23,25157,1.03,0.03
98075,7,1993,1222787,1462187.5,0.96,3865,504.1,2,5,4.5,2,2,33,43901,0.84,-0.16
98541,4,2000,275098,260084,0.96,400,650.21,1,1.5,1,1,2,26,15014,1.06,0.06
98110,7,1991,1222787,1462187.5,0.97,3230,534.03,2,3,3,2,2,35,43901,0.84,-0.16
98001,4,1999,539900,539901,1,2160,249.95,1,3,2,1,2,27,-1,1,0
98037,8,2026,710058,710060,1,1800,394.48,2,3,4,3,2,0,-2,1,0
98569,8,1997,394922,395061,1,1600,246.91,2,3,2,2,2,29,-139,1,0
98045,8,2023,849081,819944,0.97,2140,383.15,2,3,4,3,2,3,29137,1.04,0.04
98926,7,1970,1222787,1025093,0.96,2490,411.68,2,3,2,2,2,56,43901,1.19,0.19
98011,8,1992,569974,962416,1,2100,458.29,2,4,4.5,3,2,34,-33595,0.59,-0.41
98579,4,1979,329924,343321,1.03,1340,256.21,1,3,2,1,2,47,-13397,0.96,-0.04
98117,8,2021,778917,784071,1.01,1470,533.38,2,3,2,1,2,5,-5154,0.99,-0.01
98513,7,2011,924887,900070,0.97,2520,357.17,1,4,3,2,2,15,24817,1.03,0.03
98122,8,2015,949089,939097,0.99,1660,565.72,2,3,3,1,2,11,9992,1.01,0.01
98074,8,2001,978082,925084,0.96,1690,547.39,2,2,2,2,2,25,43901,1.06,0.06
98107,8,2024,569974,598099,1,1010,592.18,3,2,4,2,2,2,-28125,0.95,-0.05
98011,8,2025,1222787,1298420,1.01,2200,590.19,2,4,4,1,2,1,-8617,0.94,-0.06
98802,8,2008,429948,430089,1,1890,227.56,2,3,3,1,2,18,-141,1,0
98106,8,2019,766917,765078,1,1710,447.41,2,3,2,1,2,7,1839,1,0
98230,6,1982,569974,69250,1,1810,324.3,2,3,0.5,2,2,44,43901,8.23,7.23
98103,8,2008,949083,944083,0.99,1520,621.11,2,3,3,1,2,18,5000,1.01,0.01
98682,4,2004,569974,648456,1,1620,400.28,1,3,2,2,2,22,-33595,0.88,-0.12
98223,4,2005,569974,386576,1,1080,357.94,1,3,2,2,2,21,43901,1.47,0.47
98107,8,2026,597917,597949,1,940,636.12,2,2,2,1,2,0,-32,1,0
98247,6,1992,569974,80214,1,1810,324.3,2,3,0.5,2,2,34,43901,7.11,6.11
98226,8,2006,548915,524908,0.96,1390,377.63,2,3,3,2,2,20,24007,1.05,0.05
98199,5,1959,1222787,1174933,0.96,3020,389.05,2,5,3,2,2,67,43901,1.04,0.04
98133,8,2007,620020,613575,0.99,1440,426.09,2,3,4,2,2,19,6445,1.01,0.01
98168,8,2025,698060,549944,0.96,1250,439.96,2,2,3,1,2,1,43901,1.27,0.27
98626,4,2000,484939,480097,0.99,2660,180.49,1,4,2,1,2,26,4842,1.01,0.01
98117,8,2026,969819,969839,1,1870,518.63,2,4,3,1,2,0,-20,1,0
98642,8,2025,461413,461559,1,1800,256.42,2,3,2,2,2,1,-146,1,0
99324,5,1980,319947,320929,1,1920,167.15,2,5,3,2,2,46,-982,1,0
98312,6,1992,569974,120249,1,1810,324.3,2,3,0.5,2,2,34,43901,4.74,3.74
98087,8,2026,694896,694913,1,1560,445.46,2,3,3,1,2,0,-17,1,0
98103,8,2025,996037,985100,0.99,1800,547.28,2,3,2,1,2,1,10937,1.01,0.01
98115,5,1940,800038,745093,0.96,2380,313.06,2,4,2,2,2,86,43901,1.07,0.07
98632,3,1992,94940,90077,0.96,1810,324.3,2,3,2,2,2,34,4863,1.05,0.05
99206,3,1992,119947,99944,0.96,1810,324.3,2,3,2,2,2,34,20003,1.2,0.2
98074,7,1979,1222787,1462187.5,1.03,3360,672.65,2,4,4,2,2,47,-33595,0.84,-0.16
98823,3,1992,154907,135063,0.96,1810,324.3,2,3,2,2,2,34,19844,1.15,0.15
98596,3,1992,29925,25096,0.96,1810,324.3,2,3,2,2,2,34,4829,1.19,0.19
99109,6,1992,569974,75300,1,1810,324.3,2,3,0.5,2,2,34,43901,7.57,6.57
98674,3,1992,350074,339924,0.97,1810,324.3,2,3,2,2,2,34,10150,1.03,0.03
98320,3,1992,15074,13572,0.96,1810,324.3,2,3,2,2,2,34,1502,1.11,0.11
99338,6,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
98801,4,1992,569974,129942,1,1810,324.3,2,3,0.5,2,2,34,43901,4.39,3.39
98274,4,1992,180072,160078,0.96,1400,114.34,1,3,2,2,2,34,19994,1.12,0.12
98837,3,1992,120080,127430,1.03,1810,324.3,2,3,2,2,2,34,-7350,0.94,-0.06
98371,3,1992,95096,94907,1,1810,324.3,2,3,2,2,2,34,189,1,0
98531,4,1974,569974,580074,1,1620,358.07,2,3,2,2,2,52,-10100,0.98,-0.02
98501,4,1985,464908,464901,1,1570,296.12,1,3,2,2,2,41,7,1,0
98248,4,1999,665077,620065,0.96,1300,476.97,1,3,2,2,2,27,43901,1.07,0.07
99301,6,1992,569974,1000066,1,3865,33.69,2,3,0.5,2,2,34,-33595,0.57,-0.43
99173,3,1992,198427,165051,0.96,1810,324.3,2,3,2,2,2,34,33376,1.2,0.2
99114,3,1992,15082,12087,0.96,1810,324.3,2,3,0.5,2,2,34,2995,1.25,0.25
98296,8,2002,467934,472947,1.01,1220,387.66,2,2,3,2,2,24,-5013,0.99,-0.01
98356,6,2001,569974,349936,1,1940,180.38,1,3,0.5,2,2,25,43901,1.63,0.63
98077,7,1986,569974,1462187.5,1,2660,558.23,2,4,3,2,2,40,-33595,0.39,-0.61
99224,3,1992,225081,220081,0.98,1810,324.3,2,3,2,2,2,34,5000,1.02,0.02
98002,5,1969,659090,658922,1,1850,356.17,2,4,2,2,2,57,168,1,0
98660,5,1975,525072,525091,1,1800,291.72,1,4,2,2,2,51,-19,1,0
98632,3,1992,95071,89911,0.96,1810,324.3,2,3,2,2,2,34,5160,1.06,0.06
98056,0,1997,464934,465095,1,1450,320.76,2,3,3,2,2,29,-161,1,0
98446,7,2002,484987,489817,1.01,1560,313.99,2,3,3,2,2,24,-4830,0.99,-0.01
98349,7,2007,995080,995072,1,3040,327.33,1,4,3,2,2,19,8,1,0
99021,4,1978,104924,104944,1,1440,72.88,1,3,2,2,2,48,-20,1,0
98582,4,1982,165051,155068,0.96,1100,140.97,1,3,2,2,2,44,9983,1.06,0.06
98579,4,1979,569974,343485,1,1340,256.33,0,3,2,2,2,47,43901,1.66,0.66
98029,7,1992,1222787,1454938,1.01,2310,629.84,2,3,3,2,2,34,-19988,0.84,-0.16
99156,3,1992,128907,115056,0.96,1810,324.3,2,3,2,2,2,34,13851,1.12,0.12
98901,7,1979,445053,445053,1,1790,248.63,2,3,3,2,2,47,0,1,0
98406,3,1992,349552,315068,0.96,1810,324.3,2,3,2,2,2,34,34484,1.11,0.11
98367,7,2007,714911,719939,1.01,2860,251.73,2,5,3,2,2,19,-5028,0.99,-0.01
98366,7,1996,450076,470094,1.03,1510,311.32,2,3,3,1,2,30,-20018,0.96,-0.04
98103,8,2020,748935,749069,1,1600,468.17,2,3,3,2,2,6,-134,1,0
98338,7,1998,738919,738929,1,3700,199.71,1,3,3,3,2,28,-10,1,0
98105,7,2026,834938,835070,1,1080,680.56,2,3,3,2,2,0,-132,1,0
99344,7,1956,219940,234566,1.03,750,312.75,1,2,1,1,2,70,-14626,0.94,-0.06
99208,0,1979,236593,231621,0.98,920,251.76,2,2,2,2,2,47,4972,1.02,0.02
98365,7,1993,624905,610087,0.98,2000,305.04,2,2,3,1,2,33,14818,1.02,0.02
98003,7,1966,524911,524942,1,2240,234.35,1,5,3,1,2,60,-31,1,0
98503,7,1959,384941,388440,1.01,1030,377.13,1,3,1,1,2,67,-3499,0.99,-0.01
98038,7,1979,629922,633546,1.01,1680,377.11,2,3,3,1,2,47,-3624,0.99,-0.01
98367,7,2022,624855,599937,0.96,2540,236.2,2,5,3,2,2,4,24918,1.04,0.04
98642,7,2026,649802,649983,1,2450,265.3,2,4,3,3,2,0,-181,1,0
98371,4,1999,299912,280097,0.96,1690,165.74,1,2,2,1,2,27,19815,1.07,0.07
98038,0,2000,549944,537574,0.98,2280,235.78,1,4,2,2,2,26,12370,1.02,0.02
99006,7,2024,675062,675054,1,2170,311.08,1,4,3,2,2,2,8,1,0
98802,7,2005,924961,880052,0.96,3865,212.06,1,4,4,2,2,21,43901,1.05,0.05
98405,7,1950,535057,534929,1,1230,434.9,1,3,1,2,2,76,128,1,0
98239,7,1998,764058,743937,0.97,2420,307.41,2,5,4,2,2,28,20121,1.03,0.03
98026,7,1980,700066,710079,1.01,1440,493.11,2,3,1,1,2,46,-10013,0.99,-0.01
98053,7,2003,1222787,1364723,0.98,2700,505.45,1,3,3,2,2,23,33355,0.9,-0.1
98828,7,2025,524930,510061,0.97,1300,392.35,1,3,2,2,2,1,14869,1.03,0.03
98831,7,2000,849071,849078,1,1960,433.2,1,2,3,1,2,26,-7,1,0
98122,8,2026,1198938,1224064,1.02,2060,594.21,2,3,3,2,2,0,-25126,0.98,-0.02
98146,7,1955,674943,680068,1.01,1370,496.4,1,4,3,1,2,71,-5125,0.99,-0.01
98387,5,1982,725100,713061,0.98,3420,208.5,2,5.5,3,2,2,44,12039,1.02,0.02
98513,7,2010,525080,525052,1,2190,239.75,2,4,3,2,2,16,28,1,0
98264,7,1957,569974,950213,1,3290,288.82,1,3,2,1,2,69,-33595,0.6,-0.4
98201,5,1977,1222787,1359934,1.01,3840,354.15,2,5.5,4,2,2,49,-10025,0.9,-0.1
98012,7,1997,1050092,1025095,0.98,2530,405.18,2,4,4,2,2,29,24997,1.02,0.02
98632,7,1926,299801,299805,1,980,305.92,1,3,1,1,2,100,-4,1,0
98002,7,1959,539941,539928,1,1320,409.04,1,3,2,1,2,67,13,1,0
99353,7,1995,379918,380064,1,1120,339.34,1,3,2,2,2,31,-146,1,0
98258,7,2010,649901,634929,0.98,1790,354.71,2,4,3,2,2,16,14972,1.02,0.02
98584,4,1993,279091,285081,1.02,1130,252.28,1,3,2,2,2,33,-5990,0.98,-0.02
98248,7,1972,578939,584931,1.01,1520,384.82,1,3,2,2,2,54,-5992,0.99,-0.01
98390,7,1910,429855,433088,1.01,1110,390.17,1,2,1,2,2,116,-3233,0.99,-0.01
98119,0,1963,559879,545099,0.97,910,599.01,1,1.5,1,1,2,63,14780,1.03,0.03
98642,4,1995,420074,419930,1,1520,276.27,1,3,2,2,2,31,144,1,0
98119,7,1909,949922,949945,1,1950,487.15,2,5,3,2,2,117,-23,1,0
99301,7,2021,538911,539056,1,2020,266.86,1,3,3,1,2,5,-145,1,0
98059,0,1996,545056,544906,1,1180,461.78,1,2,2,1,2,30,150,1,0
98513,7,1978,545027,530071,0.97,1970,269.07,2,3,2,1,2,48,14956,1.03,0.03
98042,7,2026,969809,969834,1,3080,314.88,2,5,3,2,2,0,-25,1,0
98604,7,2022,660077,660081,1,2010,328.4,1,4,2,2,2,4,-4,1,0
98498,7,1972,599841,599875,1,1550,387.02,1,4,2,1,2,54,-34,1,0
98683,7,1978,495052,494929,1,1420,348.54,1,3,2,2,2,48,123,1,0
98106,7,1927,499078,510066,1.02,1280,398.49,1,2,1,1,2,99,-10988,0.98,-0.02
98387,7,2001,489865,474857,0.97,1680,282.65,1,3,2,2,2,25,15008,1.03,0.03
98026,7,1978,844922,894946,1.03,2070,432.34,3,3,2,2,2,48,-33595,0.94,-0.06
98466,7,1958,499901,504907,1.01,1790,282.07,2,4,2,2,2,68,-5006,0.99,-0.01
98133,7,1948,675080,639924,0.96,1300,492.25,1,2,1,1,2,78,35156,1.05,0.05
98203,7,2016,784875,799949,1.02,2000,399.97,1,3,3,2,2,10,-15074,0.98,-0.02
98122,0,2007,360052,350061,0.97,520,673.19,1,1.5,1,1,2,19,9991,1.03,0.03
98023,7,1942,569921,550084,0.97,900,611.2,1,3,1,1,2,84,19837,1.04,0.04
98118,8,2026,799958,799988,1,1610,496.89,2,3,2,1,2,0,-30,1,0
98926,7,1999,664814,664841,1,1800,369.36,1,3,2,2,2,27,-27,1,0
98230,0,1996,384058,365083,0.96,980,372.53,1,2,2,2,2,30,18975,1.05,0.05
98026,7,1956,1222787,1462187.5,0.99,2720,582.68,1,4,3,2,2,70,14954,0.84,-0.16
98366,7,1909,769835,759915,0.99,2170,350.19,2,2,2,1,2,117,9920,1.01,0.01
98360,7,2002,569974,499865,1,1210,413.11,1,3,2,2,2,24,43901,1.14,0.14
98926,7,1920,615057,599941,0.98,2320,258.6,2,3,3,1,2,106,15116,1.03,0.03
98008,8,1981,1200060,1200082,1,2670,449.47,2,4,3,2,2,45,-22,1,0
98021,7,1969,730097,729914,1,1200,608.26,1,3,2,1,2,57,183,1,0
